,view_id,view,crypto,accuracy_down,accuracy_neutral,accuracy_up,precision_down,precision_neutral,precision_up,recall_down,recall_neutral,recall_up,f1_down,f1_neutral,f1_up,exec_time,learning_rate,max_iter,max_leaf_nodes
21,A,candles-BINANCE,DOGE,0.0,1.0,0.0,0.0,0.8994165045846069,0.0,0.0,1.0,0.0,0.0,0.9470450555880632,0.0,65.68893814086914,0.001,50.0,100.0
22,A,candles-BINANCE,DOGE,0.0,1.0,0.0,0.0,0.8994165045846069,0.0,0.0,1.0,0.0,0.0,0.9470450555880632,0.0,65.17589998245239,0.001,150.0,10.0
23,A,candles-BINANCE,DOGE,0.0,1.0,0.0,0.0,0.8994165045846069,0.0,0.0,1.0,0.0,0.0,0.9470450555880632,0.0,171.65422892570496,0.001,150.0,100.0
24,A,candles-BINANCE,DOT,0.0037893141341417,0.9958864013922948,0.0384615384615384,0.2127659574468085,0.8819737979028981,0.315625,0.0037893141341417,0.9958864013922948,0.0384615384615384,0.007446016381236,0.9354750817398196,0.0685675492192803,17.499824047088623,0.5,50.0,10.0
25,A,candles-BINANCE,DOT,0.0109890109890109,0.9949634786277456,0.0342726580350342,0.2301587301587301,0.8821246551643521,0.3125,0.0109890109890109,0.9949634786277456,0.0342726580350342,0.0209764918625678,0.9351524839832954,0.061770761839396,19.01154613494873,0.5,50.0,100.0
26,A,candles-BINANCE,DOT,0.0037893141341417,0.9958864013922948,0.0384615384615384,0.2127659574468085,0.8819737979028981,0.315625,0.0037893141341417,0.9958864013922948,0.0384615384615384,0.007446016381236,0.9354750817398196,0.0685675492192803,17.72375202178955,0.5,150.0,10.0
27,A,candles-BINANCE,DOT,0.0109890109890109,0.9949634786277456,0.0342726580350342,0.2301587301587301,0.8821246551643521,0.3125,0.0109890109890109,0.9949634786277456,0.0342726580350342,0.0209764918625678,0.9351524839832954,0.061770761839396,18.9660427570343,0.5,150.0,100.0
28,A,candles-BINANCE,DOT,0.0,1.0,0.0,0.0,0.8780911364267853,0.0,0.0,1.0,0.0,0.0,0.9350889521766468,0.0,27.612977981567383,0.001,50.0,10.0
29,A,candles-BINANCE,DOT,0.0,1.0,0.0,0.0,0.8780911364267853,0.0,0.0,1.0,0.0,0.0,0.9350889521766468,0.0,64.95740532875061,0.001,50.0,100.0
30,A,candles-BINANCE,DOT,0.0,1.0,0.0,0.0,0.8780911364267853,0.0,0.0,1.0,0.0,0.0,0.9350889521766468,0.0,60.30687618255615,0.001,150.0,10.0
31,A,candles-BINANCE,DOT,0.0,1.0,0.0,0.0,0.8780911364267853,0.0,0.0,1.0,0.0,0.0,0.9350889521766468,0.0,168.38849186897278,0.001,150.0,100.0
32,A,candles-BINANCE,NEO,0.0389610389610389,0.9963847643641058,0.0256756756756756,0.3717948717948718,0.902636442323438,0.2893401015228426,0.0389610389610389,0.9963847643641058,0.0256756756756756,0.0705310093230644,0.947196582875098,0.0471659081505999,18.51944589614868,0.5,50.0,10.0
33,A,candles-BINANCE,NEO,0.0340349305866547,0.9947837314396384,0.031081081081081,0.2980392156862745,0.9028545982938032,0.2705882352941176,0.0340349305866547,0.9947837314396384,0.031081081081081,0.0610932475884244,0.9465924588109542,0.0557575757575757,18.604454040527344,0.5,50.0,100.0
34,A,candles-BINANCE,NEO,0.0389610389610389,0.9963847643641058,0.0256756756756756,0.3717948717948718,0.902636442323438,0.2893401015228426,0.0389610389610389,0.9963847643641058,0.0256756756756756,0.0705310093230644,0.947196582875098,0.0471659081505999,18.43966698646545,0.5,150.0,10.0
35,A,candles-BINANCE,NEO,0.0340349305866547,0.9947837314396384,0.031081081081081,0.2980392156862745,0.9028545982938032,0.2705882352941176,0.0340349305866547,0.9947837314396384,0.031081081081081,0.0610932475884244,0.9465924588109542,0.0557575757575757,18.5787410736084,0.5,150.0,100.0
36,A,candles-BINANCE,NEO,0.0,1.0,0.0,0.0,0.8968687757654361,0.0,0.0,1.0,0.0,0.0,0.9456308071743404,0.0,26.79745817184448,0.001,50.0,10.0
37,A,candles-BINANCE,NEO,0.0,1.0,0.0,0.0,0.8968687757654361,0.0,0.0,1.0,0.0,0.0,0.9456308071743404,0.0,62.61046814918518,0.001,50.0,100.0
